tag,method,path,status
ncs:llm,GET,/api/fisher/5/10/0.0,200
ncs:llm,GET,/api/triangle/6/8/10,200
ncs:llm,GET,/api/fisher/abc/10/2.5,400
ncs:llm,GET,/api/fisher/5/xyz/2.5,400
ncs:llm,GET,/api/gammq/2.0,404
ncs:llm,GET,/api/gammq/-1.0/1.0,400
ncs:llm,GET,/api/gammq/2.0/-1.0,400
ncs:llm,GET,/api/remainder/3/10,200
ncs:llm,GET,/api/expint/1/1.0,200
ncs:llm,GET,/api/gammq/abc/1.0,400
ncs:llm,GET,/api/gammq/2.0/xyz,400
ncs:llm,GET,/api/triangle/2147483647/2147483647/2147483647,200
ncs:llm,GET,/api/triangle/3/3/3,200
ncs:llm,GET,/api/expint/1,404
ncs:llm,GET,/api/bessj/2147483647/1.0,400
ncs:llm,GET,/api/bessj/2/1.7976931348623157E308,400
ncs:llm,GET,/api/gammq/2.0/1.0E300,200
ncs:llm,GET,/api/gammq/1.0E-300/1.0,200
ncs:llm,GET,/api/triangle/5/5/3,200
ncs:llm,GET,/api/gammq/0.0/0.0,400
ncs:llm,GET,/api/triangle/1/1/1,200
ncs:llm,GET,/api/fisher/1/1/1.0,200
ncs:llm,GET,/api/bessj/1/2.5,400
ncs:llm,GET,/api/expint/1/Infinity,400
ncs:llm,GET,/api/triangle/-1/3/4,200
ncs:llm,GET,/api/expint/abc/1.0,400
ncs:llm,GET,/api/triangle/3/4,404
ncs:llm,GET,/api/remainder/2147483647/3,400
ncs:llm,GET,/api/remainder/abc/3,400
ncs:llm,GET,/api/remainder/10/xyz,400
ncs:llm,GET,/api/fisher/5/10,404
ncs:llm,GET,/api/expint/2/0.5,200
ncs:llm,GET,/api/triangle/1/2/10,200
ncs:llm,GET,/api/remainder/-2147483648/3,400
ncs:llm,GET,/api/bessj/0/1.0,400
ncs:llm,GET,/api/bessj/2/0.0,400
ncs:llm,GET,/api/fisher/5/10/notANumber,400
ncs:llm,GET,/api/triangle/0/0/0,200
ncs:llm,GET,/api/remainder/0/0,200
ncs:llm,GET,/api/remainder/0/3,200
ncs:llm,GET,/api/remainder/10/0,200
ncs:llm,GET,/api/triangle/3/4/5,200
ncs:manual,GET,/api/bessj/1/0.0,400
ncs:manual,GET,/api/fisher/5/10/,404
ncs:manual,GET,/api/triangle/3/4/5,200
ncs:manual,GET,/api/expint/1/1.0E250,200
ncs:manual,GET,/api/gammq/-1.0/2.5,400
ncs:manual,GET,/api/triangle/notAnInt/4/5,400
ncs:manual,GET,/api/remainder/2147483647/1,400
ncs:manual,GET,/api/expint/0/1.0,200
ncs:manual,GET,/api/fisher/5/-1/1.0,200
ncs:manual,GET,/api/remainder/-10/3,200
ncs:manual,GET,/api/gammq/notANumber/1.0,400
ncs:manual,GET,/api/fisher/-1/10/1.0,200
ncs:manual,GET,/api/remainder/-2147483648/1,400
ncs:manual,GET,/api/triangle/1/1/100,200
ncs:manual,GET,/api/fisher/2147483647/2147483647/1.0,400
ncs:manual,GET,/api/expint/3/2.0,200
ncs:manual,GET,/api/gammq/1.0/0.0,200
ncs:manual,GET,/api/expint/1/notANumber,400
ncs:manual,GET,/api/triangle/-3/4/5,200
ncs:manual,GET,/api/remainder/10/,404
ncs:manual,GET,/api/triangle/3/4/,404
ncs:manual,GET,/api/fisher/5/0/1.0,200
ncs:manual,GET,/api/expint/-5/2.0,400
ncs:manual,GET,/api/gammq/1.0/,404
ncs:manual,GET,/api/gammq/1.5/2.5,200
ncs:manual,GET,/api/remainder/10/3,200
ncs:manual,GET,/api/bessj/2147483647/1.0,400
ncs:manual,GET,/api/bessj/1/1.0E300,400
ncs:manual,GET,/api/remainder/0/5,200
ncs:manual,GET,/api/triangle/5/5/5,200
ncs:manual,GET,/api/fisher/0/10/1.0,200
ncs:manual,GET,/api/bessj/1/,404
ncs:manual,GET,/api/triangle/0/4/5,200
ncs:manual,GET,/api/expint/1/0.0,400
ncs:manual,GET,/api/gammq/1.5/-2.5,400
ncs:manual,GET,/api/fisher/5/10/1.0,200
ncs:manual,GET,/api/remainder/10/0,200
ncs:manual,GET,/api/triangle/1/1/1,200
ncs:manual,GET,/api/fisher/xyz/10/1.0,400
ncs:manual,GET,/api/triangle/2147483647/2147483647/2147483647,200
ncs:manual,GET,/api/bessj/0/1.0,400
ncs:manual,GET,/api/fisher/5/10/0.0,200
ncs:manual,GET,/api/expint/2/-1.0,400
ncs:manual,GET,/api/expint/,404
ncs:manual,GET,/api/remainder/notAnInt/3,400
ncs:manual,GET,/api/bessj/2/1.5,400
ncs:manual,GET,/api/bessj/-1/1.5,400
ncs:manual,GET,/api/bessj/abc/1.5,400
ncs:manual,GET,/api/gammq/1.0/1.0E-300,200
ncs:manual,GET,/api/gammq/0.0/1.0,400
ncs:manual,GET,/api/gammq/1.0E300/1.0,200
ncs:evomaster,GET,/api/remainder/-320026994/942,400
ncs:evomaster,GET,/api/bessj/727512296/-5.0001709809380907E8,400
ncs:evomaster,GET,/api/gammq/6.383392461146921E8/-1.096194376077925E9,400
ncs:evomaster,GET,/api/remainder/69/-679741929,400
ncs:evomaster,GET,/api/remainder/859912136/87,400
ncs:evomaster,GET,/api/bessj/-124793037/1.258864753051408E9,400
ncs:evomaster,GET,/api/expint/-1020642694/1.0107407513445866E9,400
ncs:evomaster,GET,/api/gammq/-5.101021830795443E7/1.4388963814159533E8,400
ncs:evomaster,GET,/api/fisher/525/813881235/-6.081053707528765E8,400
ncs:evomaster,GET,/api/expint/856/-2.4536536062564477E8,400
ncs:evomaster,OPTIONS,/api/expint/908/-8.258253944838439E8,200
ncs:evomaster,GET,/api/bessj/693/-5.58891299995347E8,200
ncs:evomaster,OPTIONS,/api/triangle/99/77/700,200
ncs:evomaster,GET,/api/remainder/652/363,200
ncs:evomaster,GET,/api/triangle/-1620430331/35/573,200
ncs:evomaster,OPTIONS,/api/gammq/-1.1426958052402277E9/-899919.80185809,200
ncs:evomaster,GET,/api/triangle/309/-803099262/71,200
ncs:evomaster,GET,/api/gammq/1.4294774922666126E8/5.699117702834781E7,200
ncs:evomaster,GET,/v2/api-docs,200
ncs:evomaster,GET,/api/expint/102/6.155255897282025E7,200
ncs:evomaster,GET,/api/fisher/696/938/-6.555532181717231E8,200
ncs:evomaster,GET,/api/bessj/522/1.516251303299464E8,200
ncs:evomaster,GET,/api/fisher/816/500/2.9723554618885607E8,200
ncs:evomaster,GET,/api/fisher/-2021786572/53/-1.814080305663621E7,200
ncs:evomaster,GET,/api/fisher/205/-778307630/6.644346908789779E8,200
ncs:evomaster,GET,/api/triangle/899/650/378,200
ncs:evomaster,OPTIONS,/api/fisher/14/810/-5.235684050890768E8,200
ncs:evomaster,OPTIONS,/api/bessj/528/4.548755340949485E7,200
ncs:evomaster,OPTIONS,/api/remainder/664/238,200
ncs:evomaster,GET,/api/triangle/696/806/-1615689899,200
scs:llm,GET,/api/pat/hello123,200
scs:llm,GET,/api/ordered4/d/c/b/a,200
scs:llm,GET,/api/calc/add/0.000000001/0.000000001,200
scs:llm,GET,/api/title/%20/Mr,200
scs:llm,GET,/api/title/female/Mrs,200
scs:llm,GET,/api/ordered4/a%00b/c/d/e,400
scs:llm,GET,/api/dateparse/Monday/January,200
scs:llm,GET,/api/cookie/session/abc123,404
scs:llm,GET,/api/costfuns/2147483647/maxtest,200
scs:llm,GET,/api/filesuffix/dir/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.txt,200
scs:llm,GET,/api/text2txt/hello/world,404
scs:llm,GET,/api/ordered4/1/2/3/4,200
scs:llm,GET,/api/costfuns/abc/hello,400
scs:llm,GET,/api/dateparse/Mon/Jan,200
scs:llm,GET,/api/title/female/Miss,200
scs:llm,GET,/api/ordered4/zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz/a/b/c,200
scs:llm,GET,/api/dateparse/Monday/Octember,200
scs:llm,GET,/api/title/other/Mr,200
scs:llm,GET,/api/cookie/a/b/c,200
scs:llm,GET,/api/calc/subtract/20/3,200
scs:llm,GET,/api/filesuffix/home,404
scs:llm,GET,/api/pat/hello/ell,200
scs:llm,GET,/api/notypevar/-2147483648/min,200
scs:llm,GET,/api/calc/INVALIDOP/10/5,200
scs:llm,GET,/api/dateparse/Friday/December,200
scs:llm,GET,/api/title/Male/Mr,200
scs:llm,GET,/api/calc/%20/10/5,200
scs:llm,GET,/api/text2txt/123/456/789,200
scs:llm,GET,/api/cookie/name/value/site,200
scs:llm,GET,/api/pat/abc/abc,200
scs:llm,GET,/api/pat/ab/abcdefgh,200
scs:llm,GET,/api/pat/hello/(world),200
scs:llm,GET,/api/calc/add/10/5,200
scs:llm,GET,/api/calc/add/1.5/2.5,200
scs:llm,GET,/api/filesuffix/home/.bashrc,200
scs:llm,GET,/api/cookie/auth/token999/https:/secure.example.com,404
scs:llm,GET,/api/dateparse/monday/january,200
scs:llm,GET,/api/pat/user%40example.com,200
scs:llm,GET,/api/calc/add/abc/5,400
scs:llm,GET,/api/calc/add/5/xyz,400
scs:llm,GET,/api/pat/hello/xyz,200
scs:llm,GET,/api/dateparse/Mon%21day/January,200
scs:llm,GET,/api/ordered4/a/b/c/d,200
scs:llm,GET,/api/dateparse/Funday/January,200
scs:llm,GET,/api/title/MALE/MR,200
scs:llm,GET,/api/pat/abcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghij/abc,200
scs:llm,GET,/api/filesuffix/home/readme.txt,200
scs:llm,GET,/api/dateparse/1/1,200
scs:llm,GET,/api/text2txt/,404
scs:llm,GET,/api/text2txt/hel%26lo/wor%26ld/fo%26o,200
scs:llm,GET,/api/filesuffix/a/b.c,200
scs:llm,GET,/api/calc/multiply/-1/1,200
scs:llm,GET,/api/costfuns/0/test,200
scs:llm,GET,/api/title/male/Mr,200
scs:llm,GET,/api/pat/a,200
scs:llm,GET,/api/calc/add/-5/-3,200
scs:llm,GET,/api/pat/a/a,200
scs:llm,GET,/api/pat/123456,200
scs:llm,GET,/api/calc/add/foo/bar,400
scs:llm,GET,/api/filesuffix/home%2Fuser/file.txt,400
scs:llm,GET,/api/calc/add/1.7976931348623157E308/1.7976931348623157E308,200
scs:llm,GET,/api/title/1/2,200
scs:llm,GET,/api/dateparse/MONDAY/JANUARY,200
scs:llm,GET,/api/ordered4/a/b/c,404
scs:llm,GET,/api/title/female/Mr,200
scs:llm,GET,/api/notypevar/2147483647/max,200
scs:llm,GET,/api/costfuns/5/%20,200
scs:llm,GET,/api/notypevar/0/world,200
scs:llm,GET,/api/ordered4/same/same/same/same,200
scs:llm,GET,/api/calc/add/0/0,200
scs:llm,GET,/api/notypevar/-10/test,200
scs:llm,GET,/api/notypevar/3.14/pi,400
scs:llm,GET,/api/costfuns/-2147483648/mintest,200
scs:llm,GET,/api/title/male/Dr,200
scs:llm,GET,/api/text2txt/a/b/c,200
scs:llm,GET,/api/ordered4/apple/banana/cherry/date,200
scs:llm,GET,/api/cookie/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/val/site.com,200
scs:llm,GET,/api/costfuns/9999999999/overflow,400
scs:llm,GET,/api/filesuffix/usr/test.java,200
scs:llm,GET,/api/title/male/Lord,200
scs:llm,GET,/api/notypevar/5/hello,200
scs:llm,GET,/api/cookie/session/abc123/example.com,200
scs:llm,GET,/api/costfuns/1/hello,200
scs:llm,GET,/api/cookie/name/val%21%40%23/site,200
scs:llm,GET,/api/notypevar/99999999999/overflow,400
scs:llm,GET,/api/title/male,404
scs:llm,GET,/api/notypevar/1/a,200
scs:llm,GET,/api/text2txt/one/two/three,200
scs:llm,GET,/api/filesuffix/docs/archive.tar.gz,200
scs:llm,GET,/api/pat/,404
scs:llm,GET,/api/calc/multiply/6/7,200
scs:llm,GET,/api/ordered4/a/b/c/d,200
scs:llm,GET,/api/filesuffix/bin/executable,200
scs:llm,GET,/api/calc/divide/10/0,200
scs:llm,GET,/api/costfuns/100/world,200
scs:llm,GET,/api/text2txt/hello/world/foo,200
scs:llm,GET,/api/costfuns/-1/abc,200
scs:llm,GET,/api/dateparse/%20/January,200
scs:llm,GET,/api/text2txt/wordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordwordword/short/word,200
scs:llm,GET,/api/pat/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,200
scs:llm,GET,/api/text2txt/same/same/same,200
scs:llm,GET,/api/notypevar/abc/hello,400
scs:llm,GET,/api/cookie/123/456/789,200
scs:llm,GET,/api/pat/world,200
scs:llm,GET,/api/costfuns/1.5/hello,400
scs:llm,GET,/api/pat/hello,200
scs:llm,GET,/api/pat/12345/234,200
scs:llm,GET,/api/pat/.*%2B%3F%5B%5D,200
scs:llm,GET,/api/calc/divide/10/2,200
scs:manual,GET,/api/costfuns/2147483648/hello,400
scs:manual,GET,/api/calc/add/1.0/2.0,200
scs:manual,GET,/api/cookie/nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn/abc123/example.com,200
scs:manual,GET,/api/filesuffix/docs/,404
scs:manual,GET,/api/cookie/sessionId/abc123,404
scs:manual,GET,/api/dateparse/Monday/January,200
scs:manual,GET,/api/title/M,404
scs:manual,GET,/api/text2txt/hello/world/again,200
scs:manual,GET,/api/pat/sampleText123,200
scs:manual,GET,/api/dateparse/Monday,404
scs:manual,GET,/api/dateparse/NotADay/January,200
scs:manual,GET,/api/filesuffix/docs/report.pdf,200
scs:manual,GET,/api/notypevar/abc/sample,400
scs:manual,GET,/api/dateparse/Monday/,404
scs:manual,GET,/api/ordered4/a/b/c/d,200
scs:manual,GET,/api/calc/add/notANumber/2.0,400
scs:manual,GET,/api/cookie/a/b/c,200
scs:manual,GET,/api/text2txt/hello/world,404
scs:manual,GET,/api/ordered4/alpha/gamma/delta,404
scs:manual,GET,/api/notypevar/3/sample,200
scs:manual,GET,/api/ordered4/alpha/beta/gamma,404
scs:manual,GET,/api/pat/,404
scs:manual,GET,/api/notypevar/2147483647/sample,200
scs:manual,GET,/api/calc/add/1.7976931348623157E100/1.7976931348623157E100,200
scs:manual,GET,/api/pat/sampleText123,200
scs:manual,GET,/api/filesuffix/docs,404
scs:manual,GET,/api/calc/add/0/0,200
scs:manual,GET,/api/costfuns/5/hello,200
scs:manual,GET,/api/costfuns/-2147483648/hello,200
scs:manual,GET,/api/pat/sampleText123/,200
scs:manual,GET,/api/cookie/sessionId/abc123/example.com,200
scs:manual,GET,/api/pat/xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,200
scs:manual,GET,/api/cookie/sessionId/example.com,404
scs:manual,GET,/api/costfuns/-1/hello,200
scs:manual,GET,/api/text2txt/hello/again,404
scs:manual,GET,/api/title/Unknown/Mr,200
scs:manual,GET,/api/notypevar/3/,404
scs:manual,GET,/api/costfuns/notAnInt/hello,400
scs:manual,GET,/api/costfuns/0/hello,200
scs:manual,GET,/api/title/M/,404
scs:manual,GET,/api/calc/unsupportedOpXYZ/1.0/2.0,200
scs:manual,GET,/api/notypevar/0/sample,200
scs:manual,GET,/api/calc/add/-1/-1,200
scs:manual,GET,/api/title/M/Mr,200
scs:manual,GET,/api/ordered4/alpha/beta/gamma/delta,200
scs:manual,GET,/api/calc/add/-1.7976931348623157E100/-1.7976931348623157E100,200
scs:manual,GET,/api/calc/add/1.0,404
scs:manual,GET,/api/filesuffix/docs/reportwithoutext,200
scs:manual,GET,/api/costfuns/5/,404
scs:manual,GET,/api/text2txt/a/b/c,200
scs:manual,GET,/api/pat/a,200
scs:manual,GET,/api/costfuns/2147483647/hello,200
scs:evomaster,GET,/api/text2txt/Kpn3DQkUIEv/Z9R8IREOkRbt0/V8z,200
